Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity
Η σύλληψη απαγορεύεται από το νόμο (που εμείς ψηφίσαμε),"['σύλληψη', 'απαγορεύεται', 'νόμο', 'εμείς', 'ψηφίσαμε']",-1,-1
"Ο ΜΕΝ ΑΝΕΒΗΚΕ ΚΡΙΚΟΥΣ ΜΕ ΑΙΧΜΗ ΣΚΙΣΙΜΑΤΑ ΜΝΗΜΟΝΙΩΝ Κ ΕΞΟΔΟ ΑΠΟ ΕΕ Κ ΕΚΤΕΛΕΣΕ ΣΤΟ ΤΕΛΟΣ ΕΝΑ ΔΙΠΛΟ ΠΕΡΙΣΤΡΟΦΙΚΟ Κ Ο ΑΛΛΟΣ ΑΝΕΒΗΚΕ ΔΟΚΟ ΜΕ ΜΕΤΑΝΑΣΤΕΥΤΙΚΟ, ΦΥΛΑΞΗ ΣΥΝΟΡΩΝ, ΕΘΝΙΚΗ ΠΟΛΙΤΙΚΗ Κ ΒΓΑΙΝΕΙ ΕΞΟΔΟ ΜΕ ΔΙΠΛΗ ΠΛΑΓΙΟΣΥΣΠΕΙΡΩΣΗ ΗΜΙΣΤΡΟΦΗ  ΜΕ ΤΕΛΕΙΑ ΠΡΟΣΓΕΙΩΣΗ.ΟΛΟΙ ΕΝΘΟΥΣΙΑΣΜΕΝΟΙ","['μεν', 'ανεβηκε', 'κρικου', 'αιχμη', 'σκισιματα', 'μνημονια', 'εξοδο', 'απο', 'εκτελεσε', 'τελο', 'ενας', 'διπλο', 'περιστροφικο', 'αλλος', 'ανεβηκε', 'δοκο', 'μεταναστευτικο', 'φυλαξη', 'συνορο', 'εθνικη', 'πολιτικη', 'κ', 'βγαινει', 'εξοδο', 'διπλη', 'πλαγιοσυσπειρωση', 'ημιστροφη', 'τελειο', 'προσγειωσηολοι', 'ενθουσιασμενοι']",0,0
Πλακιωτάκης για το Μεταναστευτικό: Έχουμε παράνομη εισβολή στην Ελλάδα,"['πλακιωτάκη', 'μεταναστευτικό', 'παράνομη', 'εισβολή', 'Ελλάδα']",-1,-1
Ευτυχώς που καταλάβατε τι λέει εδώ και καιρό η @ellinikilisi Να δούμε τι θα κανετε,"['που', 'καταλάβατε', 'λέω', 'και', 'καιρό', 'δούμε', 'κανω']",0,0
"Μετά την ""προειδοποίηση του Αδώνιδος Γεωργιάδη κατά του ακροδεξιού λαϊκισμού στο μεταναστευτικό"" αναμένουμε δηλώσεις κατανόησης για τα ""αδέλφια μας τους Έλληνες Τρομοκράτες""...","['την', 'προειδοποίηση', 'αδώνιδος', 'γεωργιάδη', 'του', 'ακροδεξιός', 'λαϊκισμός', 'μεταναστευτικό', 'αναμένω', 'δηλώσει', 'κατανόηση', 'αδέλφι', 'τους', 'Έλληνες', 'τρομοκράτε']",0,0
[Η Ναυτεμπορική]: Γ. Κουμουτσάκος: Απαιτούμε μεγαλύτερη στήριξη από την Ευρώπη στο μεταναστευτικό,"['ναυτεμπορικός', 'κουμουτσάκο', 'απαιτούμε', 'μεγαλός', 'στήριξη', 'την', 'Ευρώπη', 'μεταναστευτικό']",0,0
"Καταργεις τα επιδόματα και όλες τις παροχές, καταργείς τις ΜΚΟ, αποκλειστικά υπεύθυνος πλέον για το μεταναστευτικο να είναι το κράτος, ΚΛΕΙΣΤΆ κέντρα κράτησης, άμεση απέλαση σε όλους αυτούς που δεν θυμούνται από που ήρθαν και πως τους λένε!","['καταργει', 'επιδόματο', 'όλες', 'παροχή', 'καταργείς', 'μκο', 'αποκλειστικά', 'υπεύθυνο', 'για', 'μεταναστευτικο', 'είναι', 'κράτος', 'κλειστά', 'κέντρο', 'κράτησης', 'άμεση', 'απέλαση', 'όλους', 'που', 'θυμούνται', 'που', 'ήρθαν', 'πως', 'λένε']",0,0
"@StraydogGreece @The_Georgios @77_panagiotis @Georgios_Gou  Συγγνώμη, αλλά όντας άνθρωπος των αριθμών παρατηρώ κάτι σημαντικό. Από το 2015 μέχρι το 2020, κατά την πηγή που παραθεσατε, θα έχει εκταμιευθει από την ΕΕ κονδύλι ύψους ενός δις. ευρώ για το ""προσφυγικό"". Θέλετε να πείτε πως εδώ και 5 χρόνια όλη η κατάσταση έχει κοστίσει 1 δις;","['panagiotis', 'συγγνώμη', 'όντας', 'άνθρωπος', 'αριθμός', 'παρατηρώ', 'σημαντικό', 'την', 'πηγή', 'παραθεσατε', 'εκταμιευθω', 'την', 'κονδύλι', 'ύψους', 'δις', 'ευρώ', 'το', 'προσφυγικό', 'θέλω', 'πείτε', 'εδώ', 'χρόνιος', 'κατάσταση', 'έχω', 'κοστίσω', 'δις', 'two', 'and', 'two', 'and', 'one']",0,0
"@AthanDim Κι όμως είπε""Αναφερόμενος στο προσφυγικό/μεταναστευτικό, ο Κυριάκος Μητσοτάκης, τόνισε -στο 13ο Συνέδριο της ΝΔ- ότι «το πρόβλημα αυτό ήλθε για να μείνει."" Με τις υγείες μας.","['είπεαναφερόμενος', 'προσφυγικόμεταναστευτικό', 'κυριάκος', 'μητσοτάκη', 'τόνομαι', 'συνέδριο', 'το', 'πρόβλημα', 'ήλθε', 'μείνω', 'τις', 'υγεία']",-1,-1
"Οι εμετικές ειδήσεις του ΣΚΑΙ, ΟΛΟΙ ΜΑΖΙ ΜΠΟΡΟΥΜΕ ΝΑ ΒΑΛΟΥΜΕ ΤΗ ΘΗΛΕΙΑ ΣΤΟ ΛΑΙΜΟ ΤΗΣ ΕΛΛΑΔΟΣ... Λέξη για το προσφυγικό. Στα πόσα    ""ανήλικα προσφυγόπουλα"" θα σταματήσουμε να μετράμε τον αριθμό;;;;;;","['εμετικός', 'ειδήσει', 'σκαι', 'ολοι', 'μαζι', 'μπορουμε', 'βαλουμε', 'θηλεια', 'λαιμο', 'ελλαδο', 'λέξη', 'προσφυγικό', 'πόσος', 'ανήλικας', 'προσφυγόπουλα', 'σταματήσω', 'μετράμε', 'αριθμό']",0,0
"-&gt; Η συντριπτική πλειοψηφία θέλει ένα σύγχρονο μαζικό κόμμα που να ανοίξει τις πόρτες του σε νέα μέλη και στελέχη. Προτεραιότητα σε οικονομία, ανεργία, Παιδεία, Υγεία και μεταναστευτικό -&gt;","['συντριπτικός', 'πλειοψηφία', 'θέλω', 'σύγχρονος', 'μαζικό', 'κόμμα', 'ανοίξω', 'πόρτες', 'νέος', 'μέλη', 'στελέχη', 'προτεραιότητα', 'οικονομία', 'ανεργία', 'παιδείος', 'υγεία', 'μεταναστευτικό']",1,2
Έχει γούστο τελικά η... Καρέκλα,"['γούστος', 'καρέκλα']",0,0
Είμαστε το ανατολικό σύνορο της Ευρώπης και της Δύσης.,"['ανατολικό', 'σύνορο', 'Ευρώπης', 'της', 'δύση']",0,0
Η ασφάλειά μας είναι η ασφάλειά τους.,"['ασφάλειώ', 'είναι', 'ασφάλεί']",0,0
"Πιθανολογώ πως εδώ το #liberalgr είχε λιβανιστήρι για #Σόρος &amp; το μετάνιωσαν. Θεωρίες συνομωσίας &amp; μίσος που είναι Εβραίος &amp; πλούσιος... όχι για το τί κάνουν τα ιδρύματά του &amp;οι ΜΚΟ του στο #μεταναστευτικό, τον ""δικαιωματισμό"", τις μειονότητες κα #xeftiles","['πιθανολογώ', 'εδώ', 'έχω', 'λιβανιστήρι', 'Σόρος', 'μετάνιωσαν', 'θεωρία', 'συνομωσίας', 'μίσος', 'είναι', 'εβραίος', 'πλούσιο', 'για', 'κάνω', 'ιδρύματά', 'μκο', 'στο', 'μεταναστευτικό', 'δικαιωματισμό', 'μειονότητα']",-1,-1
Αντιδράσεις για το μεταναστευτικό σε ολόκληρη την Ευρώπη,"['αντιδράσει', 'μεταναστευτικό', 'ολόκληρη', 'Ευρώπη']",0,0
"Στο μεταναστευτικό, ώσπου να μπουν σε υπηρεσία τα νέα σκάφη του λιμενικού, ο εξοπλισμός εντοπισμού, να προσληφθεί προσωπικό και να λειτουργήσουν κλειστά κέντρα, η κατάσταση με λίγα λόγια είναι η εξής. Μια βροχή μας σώζει ...","['μεταναστευτικό', 'μπω', 'υπηρεσία', 'νέος', 'σκάφη', 'λιμενικός', 'εξοπλισμός', 'εντοπισμός', 'προσληφθώ', 'προσωπικό', 'λειτουργήσω', 'κλειστά', 'κέντρο', 'κατάσταση', 'λίγος', 'λόγια', 'μια', 'βροχή', 'σώζω']",-1,-1
"@commonsense489 Μόνιμα κλειστά κέντρα χωρίς πολιτική παροχών σημαίνει φυλακές. Κι εφόσον δεν πρόκειται για ποινικούς κρατούμενους, σημαίνει στρατόπεδα συγκέντρωσης. Η απορία μου είναι, αν το πρόβλημα είναι ""λαθρομεταναστευτικό"", το απλό μεταναστευτικό ποιό είναι;","['μόνιμας', 'κλειστά', 'κέντρο', 'πολιτική', 'παροχή', 'σημαίνω', 'φυλακός', 'εφόσον', 'πρόκειται', 'ποινικούς', 'κρατούμενου', 'σημαίνω', 'στρατόπεδο', 'συγκέντρωση', 'απορία', 'πρόβλημα', 'είναι', 'λαθρομεταναστευτικό', 'απλό', 'μεταναστευτικό', 'είναι', 'hundred', 'eightynine']",-1,-1
"Καζάνι που βράζει η Νέα Δημοκρατία μετά το συνέδριο. Κοροϊδέψαμε τον κόσμο με μεταναστευτικο, Σκοπιανό και κοινωνικό μερισμα.","['καζάνι', 'βράζω', 'νέος', 'δημοκρατία', 'συνέδριο', 'κοροϊδέψαμε', 'κόσμο', 'μεταναστευτικο', 'σκοπιανό', 'κοινωνικό', 'μερισμο']",0,0
Σε ένα κανονικό κόμμα ο Σαμαράς θα είχε πάρει τον δρόμο προς την έξοδο.,"['ένα', 'κανονικό', 'κόμμα', 'σαμαράς', 'έχω', 'πάρω', 'δρόμο', 'την', 'έξοδο']",0,0
Ομως η ΝΔ δεν είναι κανονικό κόμμα,"['ομως', 'είναι', 'κανονικό', 'κόμμα']",0,0
"Ευθείες βολές στο συνέδριο προς Κυριακο για μεταναστευτικο, μακεδονικό, εθνικά θέματα.","['ευθεία', 'βολός', 'συνέδριο', 'κυριακος', 'μεταναστευτικο', 'μακεδονικό', 'εθνικά', 'θέμαα']",0,0
Από αποστάτης έγινε σφοδρός επικριτής.,"['αποστάτης', 'σφοδρός', 'επικριτής']",-1,-2
Αν δεν μπορείς ν' αποφύγεις ένα βιασμό απόλαυσέ τον!,"['δεν', 'μπορείς', 'αποφύγει', 'βιασμό', 'απόλαυσέ']",-1,-2
"Αυτό κατάλαβε ο Ελληνικός λαός ότι του είπε ο κ Μητσοτάκης χθες στο συνέδριο με την ηττοπαθή παραδοχή του ότι: ""Το μεταναστευτικό ήρθε για να μείνει""  Έτσι αντιμετωπίζει τον βιασμό της εθνικής μας κυριαρχίας από λαθρομετανάστες","['κατάλαβε', 'ελληνικός', 'λαός', 'λέω', 'μητσοτάκη', 'χθες', 'συνέδριο', 'την', 'ηττοπαθή', 'παραδοχή', 'του', 'ότι', 'μεταναστευτικό', 'ήρθε', 'μείνω', 'αντιμετωπίζω', 'βιασμό', 'εθνικός', 'κυριαρχία', 'λαθρομετανάστα']",-1,-1
@SylBlashyrkh667 Η ψηφος στη ΝΔ ηταν για το μεταναστευτικο της προγραμμα? Καλα ξυπνητουρια και καλα ξυδια.,"['ψηφο', 'ηταν', 'μεταναστευτικο', 'προγραμμο', 'καλος', 'ξυπνητουριο', 'καλα', 'ξυδιος', 'hundred', 'sixtyseven']",0,0
"@rialitakias Μα δεν ειναι μονο το μεταναστευτικο , που οντως εχουν γινει μαλκς , η υπαρξη των οπαδων του τζημερου και του ιδιου ειναι τ αποτελεσμα της cult  πολιτικης που πρεσβευει.","['δεν', 'ειναι', 'μονος', 'μεταναστευτικος', 'οντως', 'εχω', 'γινω', 'μαλκς', 'υπαρξη', 'οπαδα', 'τζημερο', 'του', 'ιδιου', 'ειναι', 'αποτελεσμο', 'πολιτικη', 'πρεσβευει']",0,0
